number,title,labels,scenario
15349,"Role AI Model Access",needs-area-label,UNMAPPED
15363,"VS Code Extension: Panel empty and update button does not work",needs-area-label,UNMAPPED
15374,"Remove Obsolete model entries from preview Aspire.Hosting.Foundry package","area-integrations,untriaged",UNMAPPED
15376,"[Deployment E2E] Nightly test failure - 2026-03-19","area-testing,deployment-e2e",UNMAPPED
15380,"[AspireE2E] Aspire Dashboard: ""Showing 0 parameters"" is not localized.",area-dashboard,UNMAPPED
15382,"New Account Create",area-integrations,UNMAPPED
15398,"Remove dashboard AI integration or use copilot CLI instead of vs/vsc integration",area-dashboard,UNMAPPED
15402,"CLI config discovery doesn't find aspire.config.json adjacent to AppHost in subdirectory",area-cli,UNMAPPED
15425,"[Deployment E2E] Nightly test failure - 2026-03-20","area-testing,deployment-e2e",UNMAPPED
15427,"[AspireE2E] In VS Code, the option window that asks ""Would you like to configure AI agent environments for this project?"" appears for less than a second and then disappears, making it unselectable.",area-tooling,UNMAPPED
15429,"[AspireE2E] When running the project from the output path using Aspire run, it keeps displaying ""Connecting to apphost...""",area-cli,UNMAPPED
15431,"[AspireE2E]After adding the Maui Aspire integration, rebuilding the myapp-windows project with error ""Rebuilder resource for 'myapp-windows' not found.""","area-dashboard,area-app-model",UNMAPPED
15435,"[AspireE2E] When running an Aspire project in VS Code, the GitHub Copilot chat in the Dashboard is showing an error.",vs,UNMAPPED
15438,"[AspireE2E] An error “Cannot create a JSObjectReference from the value 'undefined'” occurs when quickly switching to details page and closing it",area-dashboard,UNMAPPED
15443,"Long Command names can overflow Commands submenu",area-dashboard,UNMAPPED
15449,"Add GetOpenAIResponseClient APIs",area-integrations,UNMAPPED
15459,"Error when launchSettings.json is missing",area-cli,UNMAPPED
15462,"azure-samples link broken in readme.md",area-samples,UNMAPPED
15469,"[Deployment E2E] Nightly test failure - 2026-03-21","area-testing,deployment-e2e",UNMAPPED
15478,"[Deployment E2E] Nightly test failure - 2026-03-22","area-testing,deployment-e2e",UNMAPPED
15482,"Support launch profile in Aspire run command",area-cli,UNMAPPED
15484,"Hang on building image webfrontend",area-cli,UNMAPPED
15485,"Bettter Log filtering capabilities for MCP/CLI","area-cli,area-mcp",UNMAPPED
15488,"First time run of 13.2 on an existing C# apphost the `aspire.config.json` is not created.",area-cli,UNMAPPED
15490,"CLI should warn when apphost path is set in global settings, disallow setting it via aspire config, and remove that property from the schema",area-cli,UNMAPPED
15493,"[Deployment E2E] Nightly test failure - 2026-03-23","area-testing,deployment-e2e",UNMAPPED
15518,"Aspire no longer opening UI windows of resources","area-orchestrator,‼️regression-from-last-release",UNMAPPED
15519,"[Deployment E2E] Nightly test failure - 2026-03-24","area-testing,deployment-e2e",UNMAPPED
15533,"add apphost file associations",area-extension,UNMAPPED
15556,"Foundry CapHost Failed to Deploy","area-integrations,azure,ai",UNMAPPED
15569,"[Deployment E2E] Nightly test failure - 2026-03-25","area-testing,deployment-e2e",UNMAPPED
15579,"VS Code shouldn't show code lens on commented out resources",area-app-model,UNMAPPED
15588,"VS Code can't run resource command due to app host path case sensitivity mismatch",area-cli,UNMAPPED
15592,"Configure Cosmos Preview emulator to emit otel",area-integrations,UNMAPPED
15593,"Remove sigstore workaround",area-cli,UNMAPPED
15597,"[Deployment E2E] Nightly test failure - 2026-03-26","area-testing,deployment-e2e",UNMAPPED
15600,"`aspire update --non-interactive` crashes at PromptForSelectionAsync when hive directories exist",area-cli,UNMAPPED
15601,"`aspire update --non-interactive` crashes at ConfirmAsync when version downgrade is detected",area-cli,UNMAPPED
15604,"`aspire update` says 'up to date' when `dev` CLI checks `stable` project — potentially confusing UX",area-cli,UNMAPPED
15628,"Aspire crashing soon after startup","area-orchestrator,‼️regression-from-last-release",UNMAPPED
15629,"Interactive Input Choice - Multiselect",area-app-model,UNMAPPED
15642,"[Deployment E2E] Nightly test failure - 2026-03-27","area-testing,deployment-e2e",UNMAPPED
15646,"Interactive InputType and range limiting",needs-area-label,UNMAPPED
15661,"Handle command input through the interaction service for CLI and MCP","area-app-model,area-cli,area-mcp",UNMAPPED
15665,"[Deployment E2E] Nightly test failure - 2026-03-28","area-testing,deployment-e2e",UNMAPPED
15666,"[CI] Hosting.Redis test fails with ""Collection was modified"" while creating redisinsight",area-app-model,UNMAPPED
15673,"HttpServiceEndpointResolver timers leak on IHttpClientFactory handler rotation when using AddServiceDiscovery()",area-service-discovery,UNMAPPED
15674,"`aspire dashboard` - Start an empty dashboard","area-dashboard,enhancement",UNMAPPED
15679,"Dashboard metrics view for tagged metrics could be improved.","area-dashboard,enhancement",UNMAPPED
15680,"CI: Hosting-1 Windows flaky - DCP fails with 'The directory name is invalid' for dotnet.exe","area-orchestrator,flaky-test",UNMAPPED
15685,"`aspire run` hangs indefinitely when AppHost exits with code 0 (e.g. empty AppHost)","‼️regression-from-last-release,area-cli",UNMAPPED
15689,"[Deployment E2E] Nightly test failure - 2026-03-29","area-testing,deployment-e2e",UNMAPPED
15698,"[Deployment E2E] Nightly test failure - 2026-03-30","area-testing,deployment-e2e",UNMAPPED
15701,"OnChange event for builder.AddConnectionString parameter","needs-area-label,enhancement",UNMAPPED
15725,"[Deployment E2E] Nightly test failure - 2026-03-31","area-testing,deployment-e2e",UNMAPPED
15735,"on SSH Remote from Windows to Mac, after updating to 13.2.1, I get AppleCommonCryptoCryptographicException",area-app-model,UNMAPPED
15743,"[Deployment E2E] Nightly test failure - 2026-04-01","area-testing,deployment-e2e",UNMAPPED
15752,"Backchannel path is too long",area-app-model,UNMAPPED
15777,"[Failing test]: Aspire.Hosting.Tests.DistributedApplicationTests.StartResourceForcesStart","area-app-model,quarantined-test,failing-test",UNMAPPED
15784,"[Deployment E2E] Nightly test failure - 2026-04-02","area-testing,deployment-e2e",UNMAPPED
15801,"Skills with copilot cli is terrible","needs-area-label,area-copilot",UNMAPPED
15833,"[Deployment E2E] Nightly test failure - 2026-04-03","area-testing,deployment-e2e",UNMAPPED
15839,"Add WithDatabaseBackup to SQL Server integration","area-integrations,enhancement",UNMAPPED
15840,"`aspire docs list` has formatting issues",area-cli,UNMAPPED
15842,"`aspire wait` does not accept the resource name emitted by JSON output",area-cli,UNMAPPED
15843,"`aspire start --format json` injects human readable messages",area-cli,UNMAPPED
15846,"`aspire config info` exists but is omitted from `aspire config --help`",area-cli,UNMAPPED
15859,"PublishWithStaticFiles and PublishAsStaticWebsite should allow Dockerfile customization",area-app-model,UNMAPPED
15862,"No way to pass Docker build args through YARP static files publishing to the source resource build",area-app-model,UNMAPPED
15869,"Intermittent network connectivity issues to containers and service-to-service + ""Rejoining Server"" message in Aspire Dashboard",needs-area-label,UNMAPPED
15871,"[Failing test]: Aspire.Cli.EndToEnd.Tests.DockerDeploymentTests.CreateAndDeployToDockerComposeInteractive","disabled-tests,failing-test",UNMAPPED
15875,"publishAsDockerFile: dockerfilePath resolution relative to context is confusing","area-app-model,aspirifriday",UNMAPPED
15882,"[Failing test]: Aspire.Cli.EndToEnd.Tests.DockerDeploymentTests.CreateAndDeployToDockerCompose","needs-area-label,disabled-tests,failing-test",UNMAPPED
15890,"[Deployment E2E] Nightly test failure - 2026-04-04","area-testing,deployment-e2e",UNMAPPED
15891,"`aspire update --channel daily` fails because nuget.config is modified before packages are updated",area-cli,UNMAPPED
15900,"Publishers crash or silently drop resources when references cross resource boundaries",area-app-model,UNMAPPED
15903,"[Deployment E2E] Nightly test failure - 2026-04-05","area-testing,deployment-e2e",UNMAPPED
15904,"`aspire update` ignores global.json for Aspire.AppHost.Sdk version",area-cli,UNMAPPED
15905,"[Deployment E2E] Nightly test failure - 2026-04-06","area-testing,deployment-e2e",UNMAPPED
15908,"playground/TestShop fails to run after restore.cmd - Microsoft.AspNetCore.App 8.0.0 runtime missing from local .dotnet",needs-area-label,UNMAPPED
15909,"Aspire.Hosting.Yarp dependency versions",needs-area-label,UNMAPPED
15913,"Aspire DCP injection of `LOGGING__CONSOLE__FORMATTERNAME` overrides Console `LogLevel` configuration from appsettings",area-app-model,UNMAPPED
15915,"Feature request: Surface portal/endpoint links for Azure resources in the dashboard",area-integrations,UNMAPPED
15920,"[Deployment E2E] Nightly test failure - 2026-04-07","area-testing,deployment-e2e",UNMAPPED
15925,"YARP container fails to resolve named endpoint via service discovery after upgrade to Aspire.Hosting.Yarp 13.2.1","area-service-discovery,‼️regression-from-last-release",UNMAPPED
15927,"[aw] PR Documentation Check failed","area-integrations,agentic-workflows",UNMAPPED
15930,"CLI E2E tests that use bare bash (non-Docker) fail with ""aspire: command not found"" outside PR context","testing ☑️,disabled-tests,area-cli",UNMAPPED
15953,"[Deployment E2E] Nightly test failure - 2026-04-08","area-testing,deployment-e2e",UNMAPPED
15957,"Show timestamps in ""Manage logs and telemetry"" on dashboard","area-dashboard,enhancement",UNMAPPED
15961,"Useful utility methods are inaccessible due to private and internal access modifiers.",area-app-model,UNMAPPED
15965,"[dnceng-bot] Branch `aspire/main` can't be mirrored to Azdo fast forward branch",needs-area-label,UNMAPPED
15968,"Issues with Aspire (using .net) + Azure AI Foundry",needs-area-label,UNMAPPED
15971,"Foundry doesn't add the correct role assignments to be able to use deployments","area-integrations,azure",UNMAPPED
15984,"Many Aspire CLI logs from VS Code extension",area-extension,UNMAPPED
15993,"Extend the External Service APIs","area-app-model,enhancement",UNMAPPED
15994,"[Deployment E2E] Nightly test failure - 2026-04-09","area-testing,deployment-e2e",UNMAPPED
15999,"ExplicitStart Dashboard rather than excluding it when Dashboard is disabled","area-dashboard,enhancement",UNMAPPED
16001,"Aspire does not proxy Quic protocol",area-app-model,UNMAPPED
16010,"Passing an invalid ReferenceExpression as an environment variable propagates a silent failure",area-app-model,UNMAPPED
16012,"Better handle dashboard crashes",area-dashboard,UNMAPPED
16013,"`aspire` cli commands don't support `aspire-dashboard` (possibly all hidden resources)",area-dashboard,UNMAPPED
16014,"`aspire describe` should have an option to include hidden resources",area-cli,UNMAPPED
16028,"aspire ps does not show dashboard login token",area-cli,UNMAPPED
16029,"Azure Function resources get 'Failed to execute command 'rebuild' on resource' error","area-integrations,azure-functions",UNMAPPED
16030,"[Deployment E2E] Nightly test failure - 2026-04-10","area-testing,deployment-e2e",UNMAPPED
16031,"Migrate Windows CLI validation to Hex1b-based E2E tests",needs-area-label,UNMAPPED
16035,"Tests failing with `unexpected status from HEAD request to https://mcr.microsoft.com/v2/dotnet/sdk/ ... 403 Forbidden`",failing-test,UNMAPPED
16037,"When started under isolated mode, no Traces and metrics are displayed in the Aspire dashboard","area-dashboard,area-app-model,area-cli",UNMAPPED
16045,"VS Code: Code Lens shows up in weird places Take 2",area-dashboard,UNMAPPED
16048,"Oracle fails with `ORA-12154: TNS:could not resolve` if not overriden",area-integrations,UNMAPPED
16054,"[Failing test]: Aspire.Hosting.Tests.Backchannel.Exec.ContainerResourceExecTests.Exec\\_NginxContainer\\_ListFiles\\_ProducesLogs\\_Success",failing-test,UNMAPPED
16065,"Why does `aspire doctor` want access to everything",needs-area-label,UNMAPPED
16066,"Include CLI Version in `aspire doctor`",needs-area-label,UNMAPPED
16067,"Browser Token not working on dashboard over HTTP",needs-area-label,UNMAPPED
16068,"`AddCSharpApp` should enter a failed state if the project's runtime is unavailable",area-app-model,UNMAPPED
16069,"Dashboard doesn't load if `ASPNETCORE_ENVIRONMENT` is not `Development`",area-dashboard,UNMAPPED
16076,"StartStopTests.CreateStartAndStopAspireProject is flaky — times out polling docker network","flaky-test,area-cli",UNMAPPED
16078,"Remove container tunnel check from aspire doctor — tunnel is on by default in 13.3",area-cli,UNMAPPED
16081,"[Deployment E2E] Nightly test failure - 2026-04-12","area-testing,deployment-e2e",UNMAPPED
16092,"Aspire MCP in Visual Studio",area-tooling,UNMAPPED
16095,"Improve startup display and logging for the standalone dashboard container",area-dashboard,UNMAPPED
16096,"ASPIRE_ENVIRONMENT should be read by DistributedApplicationBuilder, not just the CLI",area-app-model,UNMAPPED
16109,"[Deployment E2E] Nightly test failure - 2026-04-13","area-testing,deployment-e2e",UNMAPPED
16113,"PipelineSummaryItem should have a logo/symbol/emoji property",needs-area-label,UNMAPPED
16115,"Foundry Hosted Agent should overwrite existing HTTP Endpoints","area-integrations,ai",UNMAPPED
16116,"Open dashboard in browser automatically when launching from CLI",area-dashboard,UNMAPPED
16118,"aspire doctor should check for Docker buildx",needs-area-label,UNMAPPED
16126,"Aspire run and aspire start should fail or prompt if multiple apphosts found",area-cli,UNMAPPED
